name,price,first_name,last_name,above_100
Carrie Davis,295.0481315,Carrie,Davis,true
Michael Daniel,229.951577,Michael,Daniel,true
Bryan Valenzuela,236.1493796,Bryan,Valenzuela,true
Mrs. Robin Garner,79.14737521,Mrs.,Robin Garner,false
Angel Thompson,284.7302014,Angel,Thompson,true
Christopher Morgan,216.0131402,Christopher,Morgan,true
Brittany Walker,163.1107737,Brittany,Walker,true
Shelby Mann,110.9021852,Shelby,Mann,true
Jodi Wells,44.01734436,Jodi,Wells,false
Terri Gibson,92.36081224,Terri,Gibson,false
Vanessa Hernandez,105.2534499,Vanessa,Hernandez,true
Maria Russell,114.1452708,Maria,Russell,true
Stacy Moses,126.6504703,Stacy,Moses,true
Amanda Schneider,288.471694,Amanda,Schneider,true
Catherine Lopez,182.0171244,Catherine,Lopez,true
Amanda White,12.31889758,Amanda,White,false
Karina Spencer,128.1490023,Karina,Spencer,true
Deborah Warren,139.7675022,Deborah,Warren,true
Erica Dixon,168.6031566,Erica,Dixon,true
Barbara Gray,140.7466665,Barbara,Gray,true
Deanna Watson,264.5411986,Deanna,Watson,true
Michael Cox,136.7864833,Michael,Cox,true
Amy Myers,92.16016851,Amy,Myers,false
Patrick Hunter,170.4134515,Patrick,Hunter,true
Marvin Murphy,212.4152504,Marvin,Murphy,true
Janice Graves,223.7037682,Janice,Graves,true
Brooke Pierce,171.9383085,Brooke,Pierce,true
Adam Wells,280.2602417,Adam,Wells,true
Amanda Atkins,283.4268495,Amanda,Atkins,true
Gary Ruiz,132.504823,Gary,Ruiz,true
Tina Wallace,72.91326395,Tina,Wallace,false
Casey Oconnell,16.79606077,Casey,Oconnell,false
Nancy Mendoza,281.3890295,Nancy,Mendoza,true
Luis Nguyen,34.19827441,Luis,Nguyen,false
William Graves,111.5016422,William,Graves,true
Sean Brennan,269.2286668,Sean,Brennan,true
Matthew Sellers,53.50349547,Matthew,Sellers,false
Dorothy Bradley,199.459603,Dorothy,Bradley,true
Haley Flores,252.2914062,Haley,Flores,true
Melissa Johnson,32.70467677,Melissa,Johnson,false
Samuel Tran,199.8864146,Samuel,Tran,true
Amanda Patterson,49.03325819,Amanda,Patterson,false
Albert Roach,183.3743011,Albert,Roach,true
Jamie Huffman,36.83993962,Jamie,Huffman,false
James Hamilton,265.6302103,James,Hamilton,true
Joseph Bird,18.06044758,Joseph,Bird,false
Sarah Contreras,141.4141417,Sarah,Contreras,true
Joshua House,65.77031576,Joshua,House,false
Tamara Molina,255.2535664,Tamara,Molina,true
Max Maxwell,240.0443014,Max,Maxwell,true
Jason Daniels,269.6365982,Jason,Daniels,true
Jordan Coleman,250.0974184,Jordan,Coleman,true
Jasmine Jones,33.93281405,Jasmine,Jones,false
Jessica Garcia,231.8803086,Jessica,Garcia,true
Aaron George,138.812708,Aaron,George,true
Chelsey Anderson,41.35053236,Chelsey,Anderson,false
Rebecca Perez,146.2313884,Rebecca,Perez,true
Duane Thompson,75.06433497,Duane,Thompson,false
Curtis Clayton,138.0563371,Curtis,Clayton,true
George Gonzalez,221.5737986,George,Gonzalez,true
Casey Ford,94.18806784,Casey,Ford,false
Margaret Johnston,61.24599434,Margaret,Johnston,false
Eric Mcclure,238.8775355,Eric,Mcclure,true
Nathan Taylor,4.820334075,Nathan,Taylor,false
Kayla Parker,222.3600766,Kayla,Parker,true
Doris Obrien,206.9493221,Doris,Obrien,true
Brooke Taylor,34.74615015,Brooke,Taylor,false
Kathryn Garrett,266.1885038,Kathryn,Garrett,true
John Cruz,205.1406652,John,Cruz,true
Christina Cannon,98.5941474,Christina,Cannon,false
Susan Lewis,269.3323662,Susan,Lewis,true
Pamela Sanchez,193.7780783,Pamela,Sanchez,true
Ms. Stacey Wiley DDS,200.3904296,Ms.,Stacey Wiley DDS,true
Melissa Johnson DDS,201.4509484,Melissa,Johnson DDS,true
Lori Morris,38.0476094,Lori,Morris,false
Daniel Soto,225.1621402,Daniel,Soto,true
Karl Davis,92.08925112,Karl,Davis,false
Lisa Graves,122.8564118,Lisa,Graves,true
Eric Ray,178.344085,Eric,Ray,true
Mark Garcia,229.2470277,Mark,Garcia,true
Allison Alvarez,275.3024614,Allison,Alvarez,true
Rachel Williams,44.81715456,Rachel,Williams,false
Linda Mitchell,47.44468727,Linda,Mitchell,false
David Shelton,158.7084813,David,Shelton,true
Vanessa Long,121.744973,Vanessa,Long,true
Misty Martin,176.9310069,Misty,Martin,true
Daniel Gregory,132.8910493,Daniel,Gregory,true
Mitchell Jones,253.9716803,Mitchell,Jones,true
Dawn Scott,246.036131,Dawn,Scott,true
Emily Horn,287.4666523,Emily,Horn,true
Catherine George,14.61491995,Catherine,George,false
Hunter Carlson,218.0977601,Hunter,Carlson,true
Thomas Baldwin,275.4145594,Thomas,Baldwin,true
Amy Sellers,91.87350268,Amy,Sellers,false
Alicia Clark,241.5859155,Alicia,Clark,true
Sara Lewis,158.863849,Sara,Lewis,true
Ashley Lopez,77.89293291,Ashley,Lopez,false
Terry Alvarado,161.9498178,Terry,Alvarado,true
Danielle Sandoval,83.13645641,Danielle,Sandoval,false
Jesse Jones,214.8029616,Jesse,Jones,true
Lisa Hess,133.2037916,Lisa,Hess,true
Christina Mason,284.4863867,Christina,Mason,true
Mary Bell,32.08889594,Mary,Bell,false
Martin Ramirez,1.10921244,Martin,Ramirez,false
Stacy Smith,161.8260635,Stacy,Smith,true
Carla Rodriguez,113.1454481,Carla,Rodriguez,true
Johnny Stout,134.002236,Johnny,Stout,true
Mrs. Jennifer Rodriguez,256.0154481,Mrs.,Jennifer Rodriguez,true
Michelle Thompson,196.6754605,Michelle,Thompson,true
Lisa Lyons,148.9559785,Lisa,Lyons,true
Michael Coleman,262.2090763,Michael,Coleman,true
Lindsey Williams,99.95620763,Lindsey,Williams,false
Karen Hoffman,186.1046153,Karen,Hoffman,true
Jenny Jones,189.5577104,Jenny,Jones,true
Steven Knight,282.995761,Steven,Knight,true
Michael Franklin,116.8742571,Michael,Franklin,true
Mason Ross DDS,235.5549236,Mason,Ross DDS,true
Terry Levine,151.5220714,Terry,Levine,true
Catherine Fletcher,36.59268024,Catherine,Fletcher,false
Deanna Jones,196.9406069,Deanna,Jones,true
Christopher Mitchell,22.42047146,Christopher,Mitchell,false
John Owens,191.4434257,John,Owens,true
Stephanie Davis,287.1991494,Stephanie,Davis,true
Joseph Ford,264.9354841,Joseph,Ford,true
Matthew Russell,141.2492947,Matthew,Russell,true
Danielle Burke,75.90363417,Danielle,Burke,false
Stephanie Cunningham,220.9939809,Stephanie,Cunningham,true
Brian Proctor,263.6358197,Brian,Proctor,true
Michael Swanson,291.5713603,Michael,Swanson,true
Daniel Santos,49.26348169,Daniel,Santos,false
April Hoffman,203.4855796,April,Hoffman,true
Stephanie Thomas,249.666722,Stephanie,Thomas,true
Brianna Garcia,183.3322335,Brianna,Garcia,true
Shannon Berger,125.2597844,Shannon,Berger,true
Mrs. Kathleen Mays,238.1656066,Mrs.,Kathleen Mays,true
Michelle Park,150.4001203,Michelle,Park,true
Laura Reynolds,20.08924577,Laura,Reynolds,false
Ashley Kaiser,218.399504,Ashley,Kaiser,true
Reginald Owens,46.55328685,Reginald,Owens,false
Michael Conway,84.09316114,Michael,Conway,false
Sheila Pham,5.713231688,Sheila,Pham,false
Christie Smith,70.21735457,Christie,Smith,false
Allison Carroll,27.65684629,Allison,Carroll,false
Donna Perez,187.3279401,Donna,Perez,true
Sierra Richmond,299.4492042,Sierra,Richmond,true
Steven Wallace,173.0025685,Steven,Wallace,true
Jeremy Thompson,106.6102612,Jeremy,Thompson,true
Jennifer Mccormick,142.7564741,Jennifer,Mccormick,true
Eric Garcia,27.56450393,Eric,Garcia,false
Matthew Beasley,248.9927372,Matthew,Beasley,true
Jason Robinson,249.4550365,Jason,Robinson,true
Vicki Espinoza,285.9638855,Vicki,Espinoza,true
Steven Snyder,182.0351514,Steven,Snyder,true
Michelle Randolph,70.72106315,Michelle,Randolph,false
Michelle Francis,10.01541777,Michelle,Francis,false
Steven Baker,293.7505039,Steven,Baker,true
Zachary Johnson,36.97003142,Zachary,Johnson,false
Marc Velasquez,174.3901749,Marc,Velasquez,true
John Carr,50.11746076,John,Carr,false
Kimberly Castillo,243.873678,Kimberly,Castillo,true
Jay Lopez,286.8001088,Jay,Lopez,true
Amanda Bridges,81.85722081,Amanda,Bridges,false
Jessica Swanson,60.96199005,Jessica,Swanson,false
Jose Gonzalez,77.84428182,Jose,Gonzalez,false
Teresa Wright DVM,67.20289619,Teresa,Wright DVM,false
Michael Gutierrez,185.8465011,Michael,Gutierrez,true
Hannah Marshall,251.8797929,Hannah,Marshall,true
Janice Davis,290.3767318,Janice,Davis,true
Jessica Crawford,254.2161442,Jessica,Crawford,true
Brian Bean,293.1768543,Brian,Bean,true
Edward Perez,217.694778,Edward,Perez,true
Adam Miller,49.28081579,Adam,Miller,false
Veronica Gray,140.9945255,Veronica,Gray,true
Linda Turner,238.5612942,Linda,Turner,true
Debra Roberts,69.38949206,Debra,Roberts,false
David Sampson,77.05304682,David,Sampson,false
Sarah Cochran,138.6132102,Sarah,Cochran,true
Regina Holland,151.2011694,Regina,Holland,true
Mario Ortiz,27.08442817,Mario,Ortiz,false
Maria Gonzalez,164.6440389,Maria,Gonzalez,true
Albert Perez,163.1980752,Albert,Perez,true
Daisy Mccarthy,87.96439172,Daisy,Mccarthy,false
Anna Leonard,75.54719134,Anna,Leonard,false
Catherine Mosley,188.3490593,Catherine,Mosley,true
April Miranda,82.64651651,April,Miranda,false
Michael Walker,288.9294858,Michael,Walker,true
Abigail Lam,255.3722151,Abigail,Lam,true
Alan Graham,92.78682106,Alan,Graham,false
Jennifer Diaz,77.85479921,Jennifer,Diaz,false
Sean Rogers,186.3926468,Sean,Rogers,true
Anthony Jackson,200.012596,Anthony,Jackson,true
William Taylor,117.9694277,William,Taylor,true
Richard Robinson,200.9108703,Richard,Robinson,true
Nicholas Barnes,219.4003858,Nicholas,Barnes,true
Brittany Austin,233.7352503,Brittany,Austin,true
Robin Schmidt,96.69826813,Robin,Schmidt,false
Kendra Monroe,226.0007767,Kendra,Monroe,true
Nancy Grant,23.79829866,Nancy,Grant,false
Nicole Grant,155.9845125,Nicole,Grant,true
Courtney Thompson,52.85276041,Courtney,Thompson,false
Jeanette Washington,291.525558,Jeanette,Washington,true
James Yates,224.8736142,James,Yates,true
Justin Knox MD,115.9751733,Justin,Knox MD,true
Melissa Thompson,200.8616238,Melissa,Thompson,true
Steven Lee,140.357855,Steven,Lee,true
Allison Fisher,231.493857,Allison,Fisher,true
Mark Phillips,197.2517291,Mark,Phillips,true
Elijah Harrison,151.5804694,Elijah,Harrison,true
Paul Farley,9.419976358,Paul,Farley,false
Jennifer Cole,47.39545601,Jennifer,Cole,false
Michael Tucker,146.7478801,Michael,Tucker,true
David Steele,276.1640965,David,Steele,true
Monica Hodges,203.3130423,Monica,Hodges,true
Scott Wallace,23.24585982,Scott,Wallace,false
Antonio Paul DDS,93.39602908,Antonio,Paul DDS,false
Melissa Wright,68.62696415,Melissa,Wright,false
Stephanie Price,27.22765203,Stephanie,Price,false
Denise Kennedy,233.4665428,Denise,Kennedy,true
Melissa Walsh,177.8587959,Melissa,Walsh,true
Leslie Spence,156.2011959,Leslie,Spence,true
Dr. Rachel Walker,144.4395327,Dr.,Rachel Walker,true
Donald Horn,13.06347134,Donald,Horn,false
Christopher Rojas,94.08806986,Christopher,Rojas,false
Robert Crawford,216.6530778,Robert,Crawford,true
Larry Brown,174.1807324,Larry,Brown,true
Becky Swanson,245.854615,Becky,Swanson,true
Gary Howard,25.93975342,Gary,Howard,false
Christopher Marks,111.8467919,Christopher,Marks,true
Bonnie Alexander,136.6295853,Bonnie,Alexander,true
Brandon Stevens,77.20691708,Brandon,Stevens,false
Lori Guerra,99.72772588,Lori,Guerra,false
Michele Alvarado,243.9872024,Michele,Alvarado,true
Christine Lee,8.809339101,Christine,Lee,false
Jamie Fry,159.7067216,Jamie,Fry,true
Christopher Perez,102.943584,Christopher,Perez,true
Matthew Carter,194.2873257,Matthew,Carter,true
Jason Hunter,78.76406316,Jason,Hunter,false
Tyler Henry,186.9624462,Tyler,Henry,true
Tiffany Harris,17.69659156,Tiffany,Harris,false
Matthew Young MD,39.12254966,Matthew,Young MD,false
Juan Brewer,152.9624792,Juan,Brewer,true
Mark Riggs,44.1758436,Mark,Riggs,false
Brittany Stewart,273.5307309,Brittany,Stewart,true
Terry Davis,271.779368,Terry,Davis,true
Jessica Oneill,157.5131207,Jessica,Oneill,true
Kimberly Ortiz,55.25093947,Kimberly,Ortiz,false
Zoe Walls,248.8666069,Zoe,Walls,true
Sara Wallace,155.8794176,Sara,Wallace,true
Nicole Jenkins,291.5121227,Nicole,Jenkins,true
Austin Kelly,85.87572125,Austin,Kelly,false
Sarah Knox,169.1586193,Sarah,Knox,true
Alison Carroll,115.3401313,Alison,Carroll,true
Robert Buchanan,163.3260388,Robert,Buchanan,true
Penny Wilson,178.7969799,Penny,Wilson,true
Leslie Perez,77.95375736,Leslie,Perez,false
Brittney Marquez,149.1772445,Brittney,Marquez,true
Andrew Bird,265.9158101,Andrew,Bird,true
Maria Hughes,12.57040265,Maria,Hughes,false
Clayton Williams,31.850547,Clayton,Williams,false
Mary Pittman,92.02540242,Mary,Pittman,false
James Garner,81.96609867,James,Garner,false
Randy Middleton,117.0928987,Randy,Middleton,true
Alexis Gardner,83.35923458,Alexis,Gardner,false
Laurie Garner,145.0603215,Laurie,Garner,true
Danny Bush,111.9976845,Danny,Bush,true
Joseph Smith,291.0800293,Joseph,Smith,true
Edgar Armstrong,185.9187088,Edgar,Armstrong,true
Samantha Scott,97.8742131,Samantha,Scott,false
Troy Coleman,74.57492247,Troy,Coleman,false
Brian Young,130.9974595,Brian,Young,true
Timothy Perez,113.6574668,Timothy,Perez,true
Sierra Nguyen,110.8481766,Sierra,Nguyen,true
Cynthia Murphy,296.0078137,Cynthia,Murphy,true
Julie Diaz,269.4894015,Julie,Diaz,true
Andrew Silva,46.15639765,Andrew,Silva,false
Gary Costa,287.0365933,Gary,Costa,true
Jasmine Berg,127.1426355,Jasmine,Berg,true
Glenda Brown,85.60391824,Glenda,Brown,false
Jonathan Boone,172.4624408,Jonathan,Boone,true
Cynthia Jimenez,51.80996198,Cynthia,Jimenez,false
Cynthia Morgan,283.3294115,Cynthia,Morgan,true
Dwayne Browning,14.24525264,Dwayne,Browning,false
Brittany Lewis,150.9075783,Brittany,Lewis,true
Zachary Johnson,139.6464165,Zachary,Johnson,true
Kayla Wilson,48.84395071,Kayla,Wilson,false
Andrew Doyle,245.0864465,Andrew,Doyle,true
Jennifer Parks,12.79843948,Jennifer,Parks,false
Daniel Phelps MD,176.735085,Daniel,Phelps MD,true
Lindsey Quinn,57.57356582,Lindsey,Quinn,false
Brian Walker,34.96349578,Brian,Walker,false
Bradley Curry,104.0291615,Bradley,Curry,true
Roy Cohen,148.4924569,Roy,Cohen,true
David Black,148.4850266,David,Black,true
Julie Gonzales,275.8513843,Julie,Gonzales,true
Paula Williams,190.6605351,Paula,Williams,true
James Clark,117.5715047,James,Clark,true
Christopher Robinson,14.26584056,Christopher,Robinson,false
William Carr,85.40738917,William,Carr,false
Todd Dunlap,38.32006005,Todd,Dunlap,false
Kimberly Morales,206.4438618,Kimberly,Morales,true
Jesse Welch DDS,267.5034898,Jesse,Welch DDS,true
Laura Leblanc,205.9617908,Laura,Leblanc,true
Susan Parker,7.389760853,Susan,Parker,false
Laurie Harris,229.6976024,Laurie,Harris,true
Natalie Lawrence,86.76833663,Natalie,Lawrence,false
Kara Hanson,275.4377145,Kara,Hanson,true
Joseph Walker,135.4741342,Joseph,Walker,true
Gregory Davis,155.6667394,Gregory,Davis,true
Paul Erickson,192.4996457,Paul,Erickson,true
Preston Holmes,36.86205402,Preston,Holmes,false
Joy Buck,40.94451902,Joy,Buck,false
Brian Sherman,279.4530254,Brian,Sherman,true
Brandon Davis,17.82461557,Brandon,Davis,false
Patricia Hamilton,63.2328385,Patricia,Hamilton,false
Shawn Garcia,227.491116,Shawn,Garcia,true
William Stone,48.99103482,William,Stone,false
Brian Cunningham,294.7646142,Brian,Cunningham,true
Shawn Norman,113.8520429,Shawn,Norman,true
Evan Ibarra,32.32820193,Evan,Ibarra,false
Logan Porter,157.574472,Logan,Porter,true
Kerry Gibson,216.9486908,Kerry,Gibson,true
Christine Parsons,232.117075,Christine,Parsons,true
Erica Chung,204.1409177,Erica,Chung,true
Alan Collins,29.58632408,Alan,Collins,false
John Robinson,60.37353075,John,Robinson,false
Monique Santos,82.08256587,Monique,Santos,false
Nicole Mason,190.2387349,Nicole,Mason,true
Michael Knight,238.7576833,Michael,Knight,true
John Bishop,18.29168554,John,Bishop,false
Christopher Odom,282.9931871,Christopher,Odom,true
Michael Walker,149.8428493,Michael,Walker,true
Crystal Wall,187.5868027,Crystal,Wall,true
Christian Ramirez,258.4106206,Christian,Ramirez,true
Kevin Rowland,185.6410425,Kevin,Rowland,true
Candice Mcintosh,266.2706673,Candice,Mcintosh,true
Leslie Hoffman,282.0595113,Leslie,Hoffman,true
James Johnson,263.3739193,James,Johnson,true
Jennifer Shepherd,183.9723914,Jennifer,Shepherd,true
Susan Tucker,187.4994162,Susan,Tucker,true
Michele Harvey,271.0984188,Michele,Harvey,true
Teresa Collins,186.971541,Teresa,Collins,true
Jonathan Leblanc,128.2066648,Jonathan,Leblanc,true
Stephanie Morgan,209.8417398,Stephanie,Morgan,true
Michael Duran,67.48301306,Michael,Duran,false
Daniel Cannon,193.3728586,Daniel,Cannon,true
Kayla Butler,157.4052214,Kayla,Butler,true
Jimmy Harrell,162.6953645,Jimmy,Harrell,true
Jeffery Fuentes,32.984417,Jeffery,Fuentes,false
Lucas Rivera,280.9708055,Lucas,Rivera,true
Mark Le,197.9575702,Mark,Le,true
Taylor Myers,92.37292177,Taylor,Myers,false
Robert Berger,41.58251872,Robert,Berger,false
Victor White,71.28349376,Victor,White,false
Caroline Powell,59.57791041,Caroline,Powell,false
Erica Austin,225.3624114,Erica,Austin,true
Douglas Henry,260.1867786,Douglas,Henry,true
Monica Miller,45.66425505,Monica,Miller,false
Kimberly Martin,42.84980233,Kimberly,Martin,false
Felicia Larson,184.2056338,Felicia,Larson,true
Cassandra Frazier,19.26672707,Cassandra,Frazier,false
Heather Phelps,119.0145624,Heather,Phelps,true
John Hart,181.2802443,John,Hart,true
Meredith Moore,84.42598279,Meredith,Moore,false
Isabel Pratt,24.78342559,Isabel,Pratt,false
Misty Martin,269.9902036,Misty,Martin,true
Jessica Richards,64.72664573,Jessica,Richards,false
Margaret Campbell,174.2986324,Margaret,Campbell,true
Michael Frazier,47.5799292,Michael,Frazier,false
Michael Sharp,115.6658502,Michael,Sharp,true
Cindy Pena,152.2234362,Cindy,Pena,true
Jacob Dominguez,153.4779672,Jacob,Dominguez,true
Cody Scott,66.56588387,Cody,Scott,false
Nicole Coffey,118.1952751,Nicole,Coffey,true
Crystal Snyder,155.4661092,Crystal,Snyder,true
Matthew Love,285.0975409,Matthew,Love,true
Marcus Ortega,188.1094588,Marcus,Ortega,true
Jason Jackson,99.20589923,Jason,Jackson,false
Daniel Ramos,58.31985367,Daniel,Ramos,false
Raymond Wilson,200.3855625,Raymond,Wilson,true
Lindsey Garcia,170.9951265,Lindsey,Garcia,true
Donna Orr,40.46338096,Donna,Orr,false
Wendy Horn,5.929938406,Wendy,Horn,false
Mario Mclaughlin,90.33380664,Mario,Mclaughlin,false
Benjamin Barron,20.67124478,Benjamin,Barron,false
Mark Moss,33.79532722,Mark,Moss,false
Travis Garza,82.87258331,Travis,Garza,false
George Lopez,.942247688,George,Lopez,false
Gabriel Barnes,69.59826205,Gabriel,Barnes,false
Daniel Johnson,214.52403,Daniel,Johnson,true
Mitchell Davis,158.7827112,Mitchell,Davis,true
Mark White,56.21176867,Mark,White,false
Michael Foster,115.2422325,Michael,Foster,true
Pamela Solis,66.64708198,Pamela,Solis,false
Maxwell Frost,.006023502,Maxwell,Frost,false
Chad Jones,67.87794806,Chad,Jones,false
Don Mcdaniel,228.5918739,Don,Mcdaniel,true
Lisa Morrison,73.99054689,Lisa,Morrison,false
Jeffrey Clark,239.4386554,Jeffrey,Clark,true
Melissa Santiago,128.2616391,Melissa,Santiago,true
Jason Adams,21.57128968,Jason,Adams,false
Mrs. Wendy Myers,263.6809245,Mrs.,Wendy Myers,true
Norman Wade,99.62709317,Norman,Wade,false
Roberto Brown,215.0393467,Roberto,Brown,true
Casey Wright,280.2032307,Casey,Wright,true
Juan Rivera,91.13816713,Juan,Rivera,false
Terry Gallegos,268.5844733,Terry,Gallegos,true
Timothy Jones,153.2228831,Timothy,Jones,true
Sarah Crawford,230.5178921,Sarah,Crawford,true
Christopher Hammond,263.0958332,Christopher,Hammond,true
Ashley Cantu,285.4035791,Ashley,Cantu,true
Mathew Harris,46.60501825,Mathew,Harris,false
David Williams,193.4019531,David,Williams,true
Catherine Novak,184.8954159,Catherine,Novak,true
Jonathan Cobb,42.21066367,Jonathan,Cobb,false
Elizabeth Alexander,98.44514553,Elizabeth,Alexander,false
Michelle Fisher,77.16597054,Michelle,Fisher,false
David Griffith,180.0253758,David,Griffith,true
Suzanne Murray,178.4727015,Suzanne,Murray,true
Antonio Beasley,28.09527269,Antonio,Beasley,false
Terry Hobbs,216.5892977,Terry,Hobbs,true
Kathleen Chan,211.1899937,Kathleen,Chan,true
Audrey Adkins,285.6616197,Audrey,Adkins,true
Jonathan Patel,148.8803996,Jonathan,Patel,true
Micheal Baker,134.5542406,Micheal,Baker,true
Brandon Stein,164.6600325,Brandon,Stein,true
Annette Douglas,10.02846956,Annette,Douglas,false
Jeffery Webb,269.1493543,Jeffery,Webb,true
Michael Miller,200.0992596,Michael,Miller,true
Cassandra Mcintyre,127.0227848,Cassandra,Mcintyre,true
Brittany Allen,215.7370745,Brittany,Allen,true
Erin Robinson,79.41903827,Erin,Robinson,false
Anthony Sims,77.62412955,Anthony,Sims,false
Craig Jones,51.50213971,Craig,Jones,false
Annette Peterson,228.6450015,Annette,Peterson,true
Victor Reed,45.41500465,Victor,Reed,false
Nathan Love,84.66811649,Nathan,Love,false
William Chavez,17.55060564,William,Chavez,false
Patrick Kennedy,203.3891368,Patrick,Kennedy,true
Andrea Jones,246.2089544,Andrea,Jones,true
Michele Mathews,59.39395122,Michele,Mathews,false
Yolanda Romero,155.2585808,Yolanda,Romero,true
Abigail Beck,26.82615918,Abigail,Beck,false
Christopher Hughes,261.934458,Christopher,Hughes,true
Kristina Gutierrez,293.9955524,Kristina,Gutierrez,true
Cristina Cervantes,145.7719613,Cristina,Cervantes,true
Victor Johnson,32.81941552,Victor,Johnson,false
Lauren Page,111.9234731,Lauren,Page,true
Charles Orozco,65.25318711,Charles,Orozco,false
Andrea Bowen,30.27521428,Andrea,Bowen,false
Caleb Smith,213.5434658,Caleb,Smith,true
Christine Bradford,291.8448556,Christine,Bradford,true
Pamela Lee,128.3788861,Pamela,Lee,true
Ronald Steele,287.8604109,Ronald,Steele,true
Tami Lynch,123.3850543,Tami,Lynch,true
Thomas Glenn,124.1799535,Thomas,Glenn,true
Melinda Aguilar,267.4989809,Melinda,Aguilar,true
Martin Harris,1.752357195,Martin,Harris,false
Karen Hunter,139.0751757,Karen,Hunter,true
Donald Leon,66.84670418,Donald,Leon,false
Frances Lewis,5.522938102,Frances,Lewis,false
Cesar Jackson,182.3282967,Cesar,Jackson,true
Carla Green,69.4092923,Carla,Green,false
Angela Le,167.3410828,Angela,Le,true
Maria Bryant,66.38307671,Maria,Bryant,false
David Cisneros,67.6363251,David,Cisneros,false
Amanda Henderson DVM,6.139394348,Amanda,Henderson DVM,false
Anthony Choi,299.6261389,Anthony,Choi,true
Ricardo Barnes,68.20083729,Ricardo,Barnes,false
Ashley Davis,125.0057838,Ashley,Davis,true
Patricia Maxwell,254.0100376,Patricia,Maxwell,true
Michael Miller,52.69843399,Michael,Miller,false
Carla Carter,191.6978083,Carla,Carter,true
Rachael Oliver,268.245856,Rachael,Oliver,true
Donald Gardner,70.51295454,Donald,Gardner,false
Brad Garcia,227.6456093,Brad,Garcia,true
Megan Smith,5.820828256,Megan,Smith,false
Anthony Torres,214.6144194,Anthony,Torres,true
Karen Smith,201.4517221,Karen,Smith,true
Teresa Robinson,68.36915651,Teresa,Robinson,false
Gregory Morris,58.53092312,Gregory,Morris,false
Lisa Holmes,17.99530629,Lisa,Holmes,false
Lisa Navarro,97.51500773,Lisa,Navarro,false
Sabrina Michael,243.4277732,Sabrina,Michael,true
Susan Matthews,200.4123061,Susan,Matthews,true
John Kim,51.5370261,John,Kim,false
Sara Sutton,189.5221667,Sara,Sutton,true
Jeremy Glover,278.9105668,Jeremy,Glover,true
William Carter,23.2168065,William,Carter,false
Krystal Cortez,56.11154916,Krystal,Cortez,false
Spencer Mccarthy,279.59954,Spencer,Mccarthy,true
Troy Gardner,104.5532918,Troy,Gardner,true
Peter Flores,74.41065758,Peter,Flores,false
Angela Shelton,146.4098961,Angela,Shelton,true
John Burgess,108.6373043,John,Burgess,true
Aaron Cook,184.4642876,Aaron,Cook,true
Lisa Dennis,211.3784263,Lisa,Dennis,true
Brenda Navarro,298.8288141,Brenda,Navarro,true
Kayla Hall,9.281220883,Kayla,Hall,false
Katelyn Conner,40.76078965,Katelyn,Conner,false
Alexandra Bell,143.3930959,Alexandra,Bell,true
Ann Wilson,225.5158007,Ann,Wilson,true
Colleen Snow,263.6734719,Colleen,Snow,true
Mrs. Lisa Pham,189.8902208,Mrs.,Lisa Pham,true
Scott Taylor,247.3829686,Scott,Taylor,true
Donald Wood,210.8807336,Donald,Wood,true
Dawn Salas,143.5431985,Dawn,Salas,true
Aimee Wilson,130.9109037,Aimee,Wilson,true
Dana Reyes,163.0410422,Dana,Reyes,true
Zoe Robinson,154.7020471,Zoe,Robinson,true
Bradley Ryan,5.450063924,Bradley,Ryan,false
Katherine Hopkins,82.65015724,Katherine,Hopkins,false
Brandon Cervantes,288.2269863,Brandon,Cervantes,true
Lisa French,178.2685547,Lisa,French,true
Justin Johnson,29.62228179,Justin,Johnson,false
Amanda Johns,126.1294179,Amanda,Johns,true
Ryan Shea,97.27702498,Ryan,Shea,false
Kyle Hart,189.1208858,Kyle,Hart,true
Kari Jones,155.7406302,Kari,Jones,true
Matthew White,264.0155109,Matthew,White,true
Leah King,26.05865282,Leah,King,false
Katherine Bowers,102.6925911,Katherine,Bowers,true
Emily Gonzalez,115.5333546,Emily,Gonzalez,true
Dylan Williamson,192.1510027,Dylan,Williamson,true
Matthew Jordan,231.3469853,Matthew,Jordan,true
Corey Williams,282.7309243,Corey,Williams,true
Deanna Braun,99.44804527,Deanna,Braun,false
Thomas Harrell,184.4071906,Thomas,Harrell,true
Ronald Schmidt,88.63393734,Ronald,Schmidt,false
Thomas Johnson,113.6281602,Thomas,Johnson,true
Angela Lopez,6.367848541,Angela,Lopez,false
Tina Moore DDS,25.28908649,Tina,Moore DDS,false
Ashley Scott,30.48874849,Ashley,Scott,false
Michelle Higgins,142.4860124,Michelle,Higgins,true
Cynthia Buck,280.1626254,Cynthia,Buck,true
Sandra Baker,169.9576392,Sandra,Baker,true
Amanda Rivers,45.07753957,Amanda,Rivers,false
Amy Cameron,240.8597059,Amy,Cameron,true
John Wood,172.4028299,John,Wood,true
Robert Gonzalez,116.3387688,Robert,Gonzalez,true
Kevin White,122.7698804,Kevin,White,true
Douglas Martinez,68.86292703,Douglas,Martinez,false
Cynthia Wright,212.2051744,Cynthia,Wright,true
Mike Burton,156.6284971,Mike,Burton,true
Kelly Suarez,103.3521319,Kelly,Suarez,true
Carla Anderson,176.7812897,Carla,Anderson,true
Crystal Ewing,76.54600803,Crystal,Ewing,false
